Kód obce,Obec,ORP,Okres,Kraj,Extent
593745,Bezkov,Znojmo,Znojmo,Jihomoravský kraj,"POLYGON((-651968.65 -1192323.54,-651968.65 -1189413.64,-648699.47 -1189413.64,-648699.47 -1192323.54,-651968.65 -1192323.54))"
588326,Bezměrov,Kroměříž,Kroměříž,Zlínský kraj,"POLYGON((-545778.94 -1153413.13,-545778.94 -1149955.69,-541341.55 -1149955.69,-541341.55 -1153413.13,-545778.94 -1153413.13))"
535478,Bezno,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-713836.97 -1017909.19,-713836.97 -1014398.52,-708878.58 -1014398.52,-708878.58 -1017909.19,-713836.97 -1017909.19))"
512401,Bezuchov,Přerov,Přerov,Olomoucký kraj,"POLYGON((-524154.2 -1140046.8,-524154.2 -1136565.5,-521638.42 -1136565.5,-521638.42 -1140046.8,-524154.2 -1140046.8))"
558656,Bezvěrov,Kralovice,Plzeň-sever,Plzeňský kraj,"POLYGON((-845817.96 -1044439.02,-845817.96 -1035015.82,-834906.06 -1035015.82,-834906.06 -1044439.02,-845817.96 -1044439.02))"
598020,Bílá,Frýdlant nad Ostravicí,Frýdek-Místek,Moravskoslezský kraj,"POLYGON((-468967.7 -1151593.11,-468967.7 -1140629.37,-454932.69 -1140629.37,-454932.69 -1151593.11,-468967.7 -1151593.11))"
563901,Bílá,Liberec,Liberec,Liberecký kraj,"POLYGON((-694799.14 -989450.77,-694799.14 -981804.91,-687834.82 -981804.91,-687834.82 -989450.77,-694799.14 -989450.77))"
565750,Bílá Hlína,Mnichovo Hradiště,Mladá Boleslav,Středočeský kraj,"POLYGON((-704099.68 -1001305.92,-704099.68 -997465.82,-700152.5 -997465.82,-700152.5 -1001305.92,-704099.68 -1001305.92))"
500623,Bílá Lhota,Litovel,Olomouc,Olomoucký kraj,"POLYGON((-568221.75 -1109222.92,-568221.75 -1102576.41,-561455.17 -1102576.41,-561455.17 -1109222.92,-568221.75 -1109222.92))"
579068,Bílá Třemešná,Dvůr Králové nad Labem,Trutnov,Královéhradecký kraj,"POLYGON((-646032.12 -1017942.61,-646032.12 -1014153.6,-640711.92 -1014153.6,-640711.92 -1017942.61,-646032.12 -1017942.61))"
525227,Bílá Voda,Jeseník,Jeseník,Olomoucký kraj,"POLYGON((-565841.13 -1029780.96,-565841.13 -1024297.68,-559134.24 -1024297.68,-559134.24 -1029780.96,-565841.13 -1029780.96))"
597198,Bílčice,Bruntál,Bruntál,Moravskoslezský kraj,"POLYGON((-524647.3 -1097647.54,-524647.3 -1089415.88,-518825.53 -1089415.88,-518825.53 -1097647.54,-524647.3 -1097647.54))"
562980,Bílence,Chomutov,Chomutov,Ústecký kraj,"POLYGON((-802910.89 -999431.99,-802910.89 -994508.38,-798218.55 -994508.38,-798218.55 -999431.99,-802910.89 -999431.99))"
533971,Bílé Podolí,Čáslav,Kutná Hora,Středočeský kraj,"POLYGON((-672460.41 -1072145.44,-672460.41 -1064552.99,-665908.58 -1064552.99,-665908.58 -1072145.44,-672460.41 -1072145.44))"
579076,Bílé Poličany,Dvůr Králové nad Labem,Trutnov,Královéhradecký kraj,"POLYGON((-647015.18 -1022876.09,-647015.18 -1019222.01,-644208.22 -1019222.01,-644208.22 -1022876.09,-647015.18 -1022876.09))"
535125,Bílichov,Slaný,Kladno,Středočeský kraj,"POLYGON((-779801.46 -1021150.44,-779801.46 -1017180.08,-774823.23 -1017180.08,-774823.23 -1021150.44,-779801.46 -1021150.44))"
567451,Bílina,Bílina,Teplice,Ústecký kraj,"POLYGON((-787559.95 -988024.65,-787559.95 -981855.93,-777931.9 -981855.93,-777931.9 -988024.65,-787559.95 -988024.65))"
530743,Bílkovice,Vlašim,Benešov,Středočeský kraj,"POLYGON((-718848.22 -1084728.1,-718848.22 -1081751.03,-715403.06 -1081751.03,-715403.06 -1084728.1,-718848.22 -1084728.1))"
546984,Bílov,Bílovec,Nový Jičín,Moravskoslezský kraj,"POLYGON((-493512.01 -1113794.77,-493512.01 -1108678.39,-489828.18 -1108678.39,-489828.18 -1113794.77,-493512.01 -1113794.77))"
530239,Bílov,Kralovice,Plzeň-sever,Plzeňský kraj,"POLYGON((-816731.84 -1042166.54,-816731.84 -1038247.87,-812783.48 -1038247.87,-812783.48 -1042166.54,-816731.84 -1042166.54))"
599247,Bílovec,Bílovec,Nový Jičín,Moravskoslezský kraj,"POLYGON((-497223.13 -1111021.88,-497223.13 -1100924.65,-486067.35 -1100924.65,-486067.35 -1111021.88,-497223.13 -1111021.88))"
592030,Bílovice,Uherské Hradiště,Uherské Hradiště,Zlínský kraj,"POLYGON((-532085.28 -1180563.18,-532085.28 -1176457.49,-529259.5 -1176457.49,-529259.5 -1180563.18,-532085.28 -1180563.18))"
589276,Bílovice-Lutotín,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-566904.32 -1130973.36,-566904.32 -1126766.86,-562667.09 -1126766.86,-562667.09 -1130973.36,-566904.32 -1130973.36))"
582824,Bílovice nad Svitavou,Šlapanice,Brno-venkov,Jihomoravský kraj,"POLYGON((-596477.06 -1156942.67,-596477.06 -1150941.43,-591491.95 -1150941.43,-591491.95 -1156942.67,-596477.06 -1156942.67))"
552062,Bílsko,Litovel,Olomouc,Olomoucký kraj,"POLYGON((-564943.03 -1115275.41,-564943.03 -1112997.1,-561690.08 -1112997.1,-561690.08 -1115275.41,-564943.03 -1115275.41))"
550833,Bílsko,Vodňany,Strakonice,Jihočeský kraj,"POLYGON((-786959.53 -1142755.75,-786959.53 -1137517.36,-781666.2 -1137517.36,-781666.2 -1142755.75,-786959.53 -1142755.75))"
548901,Bílsko u Hořic,Hořice,Jičín,Královéhradecký kraj,"POLYGON((-656562.66 -1024045.69,-656562.66 -1022355.13,-654370.71 -1022355.13,-654370.71 -1024045.69,-656562.66 -1024045.69))"
586889,Bílý Kámen,Jihlava,Jihlava,Kraj Vysočina,"POLYGON((-676482.52 -1125803.17,-676482.52 -1122354.76,-673211.26 -1122354.76,-673211.26 -1125803.17,-676482.52 -1125803.17))"
563919,Bílý Kostel nad Nisou,Liberec,Liberec,Liberecký kraj,"POLYGON((-700818.53 -970881.36,-700818.53 -964434.35,-694638.95 -964434.35,-694638.95 -970881.36,-700818.53 -970881.36))"
546631,Bílý Potok,Frýdlant,Liberec,Liberecký kraj,"POLYGON((-677030.37 -968667.64,-677030.37 -962237.27,-668705.81 -962237.27,-668705.81 -968667.64,-677030.37 -968667.64))"
576107,Bílý Újezd,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-616203.75 -1044723.1,-616203.75 -1040164.7,-610530.51 -1040164.7,-610530.51 -1044723.1,-616203.75 -1044723.1))"
578088,Biřkov,Klatovy,Klatovy,Plzeňský kraj,"POLYGON((-838711.03 -1095385.73,-838711.03 -1091746.99,-835296.47 -1091746.99,-835296.47 -1095385.73,-838711.03 -1095385.73))"
582832,Biskoupky,Ivančice,Brno-venkov,Jihomoravský kraj,"POLYGON((-625818.75 -1169496.88,-625818.75 -1166704.14,-621972.54 -1166704.14,-621972.54 -1169496.88,-625818.75 -1169496.88))"
573949,Biskupice,Chrudim,Chrudim,Pardubický kraj,"POLYGON((-669528.51 -1077881.64,-669528.51 -1075585.79,-667338.5 -1075585.79,-667338.5 -1077881.64,-669528.51 -1077881.64))"
585076,Biskupice,Luhačovice,Zlín,Zlínský kraj,"POLYGON((-521261.99 -1182760.98,-521261.99 -1179456.08,-517467.21 -1179456.08,-517467.21 -1182760.98,-521261.99 -1182760.98))"
572519,Biskupice,Moravská Třebová,Svitavy,Pardubický kraj,"POLYGON((-584239.52 -1114447.16,-584239.52 -1110446.5,-578139.53 -1110446.5,-578139.53 -1114447.16,-584239.52 -1114447.16))"
589284,Biskupice,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-551183.96 -1136618.43,-551183.96 -1134158.98,-548688.38 -1134158.98,-548688.38 -1136618.43,-551183.96 -1136618.43))"
590312,Biskupice-Pulkov,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-646481.62 -1174469.87,-646481.62 -1170698.25,-641341.26 -1170698.25,-641341.26 -1174469.87,-646481.62 -1174469.87))"
535486,Bítouchov,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-704943.47 -1007045.37,-704943.47 -1002360.67,-701847.17 -1002360.67,-701847.17 -1007045.37,-704943.47 -1007045.37))"
554936,Bítov,Bílovec,Nový Jičín,Moravskoslezský kraj,"POLYGON((-488514.94 -1106017.77,-488514.94 -1102616.97,-486034.13 -1102616.97,-486034.13 -1106017.77,-488514.94 -1106017.77))"
593753,Bítov,Znojmo,Znojmo,Jihomoravský kraj,"POLYGON((-667499.21 -1183768.7,-667499.21 -1180344.23,-664427 -1180344.23,-664427 -1183768.7,-667499.21 -1183768.7))"
505005,Bítovany,Chrudim,Chrudim,Pardubický kraj,"POLYGON((-643896.44 -1078448.28,-643896.44 -1075217.77,-641935.22 -1075217.77,-641935.22 -1078448.28,-643896.44 -1078448.28))"
586897,Bítovčice,Jihlava,Jihlava,Kraj Vysočina,"POLYGON((-660327.72 -1136338.34,-660327.72 -1132108.09,-657312.48 -1132108.09,-657312.48 -1136338.34,-660327.72 -1136338.34))"
565997,Bitozeves,Žatec,Louny,Ústecký kraj,"POLYGON((-797946.63 -1005718.1,-797946.63 -999821.46,-791278.32 -999821.46,-791278.32 -1005718.1,-797946.63 -1005718.1))"
593761,Blanné,Znojmo,Znojmo,Jihomoravský kraj,"POLYGON((-654293.24 -1178104.93,-654293.24 -1175302.99,-652465.07 -1175302.99,-652465.07 -1178104.93,-654293.24 -1178104.93))"
581283,Blansko,Blansko,Blansko,Jihomoravský kraj,"POLYGON((-598070.74 -1146661.3,-598070.74 -1138981.6,-586726.15 -1138981.6,-586726.15 -1146661.3,-598070.74 -1146661.3))"
561401,Blatce,Česká Lípa,Česká Lípa,Liberecký kraj,"POLYGON((-726465.7 -1002464.39,-726465.7 -996397.71,-717791.81 -996397.71,-717791.81 -1002464.39,-726465.7 -1002464.39))"
500801,Blatec,Olomouc,Olomouc,Olomoucký kraj,"POLYGON((-551483.63 -1129934.31,-551483.63 -1127873.28,-545640.52 -1127873.28,-545640.52 -1129934.31,-551483.63 -1129934.31))"
550850,Blatná,Blatná,Strakonice,Jihočeský kraj,"POLYGON((-795483.46 -1117670.73,-795483.46 -1104403.92,-787382.12 -1104403.92,-787382.12 -1117670.73,-795483.46 -1117670.73))"
590321,Blatnice,Moravské Budějovice,Třebíč,Kraj Vysočina,"POLYGON((-655447.02 -1172013.26,-655447.02 -1167369.54,-651286.95 -1167369.54,-651286.95 -1172013.26,-655447.02 -1172013.26))"
558672,Blatnice,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-840143.41 -1071794.8,-840143.41 -1069448.86,-836622.9 -1069448.86,-836622.9 -1071794.8,-840143.41 -1071794.8))"
586048,Blatnice pod Svatým Antonínkem,Veselí nad Moravou,Hodonín,Jihomoravský kraj,"POLYGON((-541377.87 -1196977.71,-541377.87 -1192658.96,-535371.92 -1192658.96,-535371.92 -1196977.71,-541377.87 -1196977.71))"
586056,Blatnička,Veselí nad Moravou,Hodonín,Jihomoravský kraj,"POLYGON((-535875.26 -1197802.43,-535875.26 -1193884.22,-532284.33 -1193884.22,-532284.33 -1197802.43,-535875.26 -1197802.43))"
562998,Blatno,Chomutov,Chomutov,Ústecký kraj,"POLYGON((-816220.08 -989009.49,-816220.08 -979409.33,-807148.92 -979409.33,-807148.92 -989009.49,-816220.08 -989009.49))"
566004,Blatno,Podbořany,Louny,Ústecký kraj,"POLYGON((-820514.4 -1033413.16,-820514.4 -1027197.98,-814065.05 -1027197.98,-814065.05 -1033413.16,-820514.4 -1033413.16))"
561711,Blažejov,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-709872.69 -1155066.69,-709872.69 -1149523.25,-703981.61 -1149523.25,-703981.61 -1155066.69,-709872.69 -1155066.69))"
532380,Blažejovice,Vlašim,Benešov,Středočeský kraj,"POLYGON((-696276.72 -1102901.3,-696276.72 -1100324.72,-692738.14 -1100324.72,-692738.14 -1102901.3,-696276.72 -1102901.3))"
542318,Blazice,Bystřice pod Hostýnem,Kroměříž,Zlínský kraj,"POLYGON((-522079.24 -1142400.38,-522079.24 -1139961.42,-518832.78 -1139961.42,-518832.78 -1142400.38,-522079.24 -1142400.38))"
566764,Blažim,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-845079.37 -1049914.36,-845079.37 -1045494.6,-841719.27 -1045494.6,-841719.27 -1049914.36,-845079.37 -1049914.36))"
566012,Blažim,Žatec,Louny,Ústecký kraj,"POLYGON((-795924.57 -1001779.01,-795924.57 -998167.52,-791773.29 -998167.52,-791773.29 -1001779.01,-795924.57 -1001779.01))"
595241,Blažkov,Bystřice nad Pernštejnem,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-626410.4 -1129483.85,-626410.4 -1124487.45,-623190.89 -1124487.45,-623190.89 -1129483.85,-626410.4 -1129483.85))"
582841,Blažovice,Šlapanice,Brno-venkov,Jihomoravský kraj,"POLYGON((-587171.29 -1167727.37,-587171.29 -1164485.07,-584050.72 -1164485.07,-584050.72 -1167727.37,-587171.29 -1167727.37))"
569879,Blešno,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-635135.94 -1043914.03,-635135.94 -1040824.98,-632631.68 -1040824.98,-632631.68 -1043914.03,-635135.94 -1043914.03))"
532100,Blevice,Kladno,Kladno,Středočeský kraj,"POLYGON((-755721.22 -1028567.89,-755721.22 -1026443.63,-752219.83 -1026443.63,-752219.83 -1028567.89,-755721.22 -1028567.89))"
553450,Blížejov,Horšovský Týn,Domažlice,Plzeňský kraj,"POLYGON((-857054.2 -1097083.17,-857054.2 -1090676.05,-848813.68 -1090676.05,-848813.68 -1097083.17,-857054.2 -1097083.17))"
561410,Blíževedly,Česká Lípa,Česká Lípa,Liberecký kraj,"POLYGON((-738533.19 -989436.91,-738533.19 -983691.19,-731716.34 -983691.19,-731716.34 -989436.91,-738533.19 -989436.91))"
595250,Blízkov,Velké Meziříčí,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-647716.69 -1133769.42,-647716.69 -1128766.45,-643294.2 -1128766.45,-643294.2 -1133769.42,-647716.69 -1133769.42))"
593770,Blížkovice,Znojmo,Znojmo,Jihomoravský kraj,"POLYGON((-661124.82 -1180275.97,-661124.82 -1174432.39,-653774.6 -1174432.39,-653774.6 -1180275.97,-661124.82 -1180275.97))"
557587,Blovice,Blovice,Plzeň-jih,Plzeňský kraj,"POLYGON((-815694.28 -1094243.92,-815694.28 -1085940.75,-809118.81 -1085940.75,-809118.81 -1094243.92,-815694.28 -1094243.92))"
566021,Blšany,Podbořany,Louny,Ústecký kraj,"POLYGON((-809426.63 -1022859.1,-809426.63 -1014429.18,-801368.31 -1014429.18,-801368.31 -1022859.1,-809426.63 -1022859.1))"
542547,Blšany u Loun,Louny,Louny,Ústecký kraj,"POLYGON((-780442.3 -1009961.74,-780442.3 -1007648.72,-777401.79 -1007648.72,-777401.79 -1009961.74,-780442.3 -1009961.74))"
582859,Blučina,Židlochovice,Brno-venkov,Jihomoravský kraj,"POLYGON((-599585.86 -1179322.15,-599585.86 -1174739.76,-593347.13 -1174739.76,-593347.13 -1179322.15,-599585.86 -1179322.15))"
530964,Bludov,Kutná Hora,Kutná Hora,Středočeský kraj,"POLYGON((-688857.28 -1083195.74,-688857.28 -1080642.88,-686821.02 -1080642.88,-686821.02 -1083195.74,-688857.28 -1083195.74))"
525588,Bludov,Šumperk,Šumperk,Olomoucký kraj,"POLYGON((-568814.68 -1083899.08,-568814.68 -1077471.67,-564396.2 -1077471.67,-564396.2 -1083899.08,-568814.68 -1083899.08))"
537039,Bobnice,Nymburk,Nymburk,Středočeský kraj,"POLYGON((-697550.07 -1037161.71,-697550.07 -1031534.49,-693953.21 -1031534.49,-693953.21 -1037161.71,-697550.07 -1037161.71))"
595268,Bobrová,Nové Město na Moravě,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-632302.13 -1129051.39,-632302.13 -1122948.13,-628233.99 -1122948.13,-628233.99 -1129051.39,-632302.13 -1129051.39))"
595276,Bobrůvka,Nové Město na Moravě,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-634420.19 -1129900.47,-634420.19 -1126428.27,-629980.61 -1126428.27,-629980.61 -1129900.47,-634420.19 -1129900.47))"
511633,Bocanovice,Jablunkov,Frýdek-Místek,Moravskoslezský kraj,"POLYGON((-442754.91 -1135289.56,-442754.91 -1133251.76,-439453.52 -1133251.76,-439453.52 -1135289.56,-442754.91 -1135289.56))"
512532,Bochoř,Přerov,Přerov,Olomoucký kraj,"POLYGON((-540613.14 -1144012.65,-540613.14 -1139859.98,-534990.35 -1139859.98,-534990.35 -1144012.65,-540613.14 -1144012.65))"
555029,Bochov,Karlovy Vary,Karlovy Vary,Karlovarský kraj,"POLYGON((-849944.88 -1028958.05,-849944.88 -1017343.15,-834265.76 -1017343.15,-834265.76 -1028958.05,-849944.88 -1028958.05))"
590347,Bochovice,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-650137.87 -1142870.76,-650137.87 -1139863.52,-646241.78 -1139863.52,-646241.78 -1142870.76,-650137.87 -1142870.76))"
572705,Boháňka,Hořice,Jičín,Královéhradecký kraj,"POLYGON((-651053.51 -1026289.3,-651053.51 -1022099.62,-646055.07 -1022099.62,-646055.07 -1026289.3,-651053.51 -1026289.3))"
569887,Boharyně,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-659700.3 -1044219.68,-659700.3 -1039185.26,-653832.55 -1039185.26,-653832.55 -1044219.68,-659700.3 -1044219.68))"
592897,Bohaté Málkovice,Bučovice,Vyškov,Jihomoravský kraj,"POLYGON((-570712.08 -1165859.51,-570712.08 -1163227.19,-567740.2 -1163227.19,-567740.2 -1165859.51,-570712.08 -1165859.51))"
561428,Bohatice,Česká Lípa,Česká Lípa,Liberecký kraj,"POLYGON((-717081.81 -983153.81,-717081.81 -979889.84,-715230.63 -979889.84,-715230.63 -983153.81,-717081.81 -983153.81))"
595284,Bohdalec,Žďár nad Sázavou,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-637071.7 -1127505.95,-637071.7 -1123583.51,-633031.85 -1123583.51,-633031.85 -1127505.95,-637071.7 -1127505.95))"
592901,Bohdalice-Pavlovice,Vyškov,Vyškov,Jihomoravský kraj,"POLYGON((-568978.76 -1163280.12,-568978.76 -1159282.77,-562870.91 -1159282.77,-562870.91 -1163280.12,-568978.76 -1163280.12))"
547549,Bohdalín,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-713384.69 -1136302.31,-713384.69 -1132040.71,-710266.98 -1132040.71,-710266.98 -1136302.31,-713384.69 -1136302.31))"
595292,Bohdalov,Žďár nad Sázavou,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-650904.4 -1127069.26,-650904.4 -1120282.59,-645211.85 -1120282.59,-645211.85 -1127069.26,-650904.4 -1127069.26))"
536253,Bohdalovice,Český Krumlov,Český Krumlov,Jihočeský kraj,"POLYGON((-777554.49 -1194899.19,-777554.49 -1185724.82,-770336.99 -1185724.82,-770336.99 -1194899.19,-777554.49 -1194899.19))"
533980,Bohdaneč,Kutná Hora,Kutná Hora,Středočeský kraj,"POLYGON((-692286.85 -1087561.95,-692286.85 -1081664.48,-687749.53 -1081664.48,-687749.53 -1087561.95,-692286.85 -1087561.95))"
576115,Bohdašín,Dobruška,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-613801.78 -1032439.14,-613801.78 -1028980.19,-610370.99 -1028980.19,-610370.99 -1032439.14,-613801.78 -1032439.14))"
525804,Bohdíkov,Šumperk,Šumperk,Olomoucký kraj,"POLYGON((-569684.06 -1076338.55,-569684.06 -1065683.78,-565621.6 -1065683.78,-565621.6 -1076338.55,-569684.06 -1076338.55))"
564559,Bohostice,Příbram,Příbram,Středočeský kraj,"POLYGON((-772322.91 -1099241.47,-772322.91 -1092282.98,-767065.84 -1092282.98,-767065.84 -1099241.47,-772322.91 -1099241.47))"
550116,Bohumilice,Vimperk,Prachatice,Jihočeský kraj,"POLYGON((-802545.15 -1146798.6,-802545.15 -1144500.51,-800327.3 -1144500.51,-800327.3 -1146798.6,-802545.15 -1146798.6))"
599051,Bohumín,Bohumín,Karviná,Moravskoslezský kraj,"POLYGON((-468873.22 -1097893.77,-468873.22 -1089255.4,-461751.27 -1089255.4,-461751.27 -1097893.77,-468873.22 -1097893.77))"
537527,Bohunice,Prachatice,Prachatice,Jihočeský kraj,"POLYGON((-790603.12 -1144899.77,-790603.12 -1142409.1,-788259.06 -1142409.1,-788259.06 -1144899.77,-790603.12 -1144899.77))"
595306,Bohuňov,Bystřice nad Pernštejnem,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-623939.91 -1118334.05,-623939.91 -1115394.05,-621198.5 -1115394.05,-621198.5 -1118334.05,-623939.91 -1118334.05))"
577812,Bohuňov,Svitavy,Svitavy,Pardubický kraj,"POLYGON((-605122.15 -1116116.76,-605122.15 -1114216.89,-601992.58 -1114216.89,-601992.58 -1116116.76,-605122.15 -1116116.76))"
577821,Bohuňovice,Litomyšl,Svitavy,Pardubický kraj,"POLYGON((-616752.25 -1080828.44,-616752.25 -1078531.28,-613050.43 -1078531.28,-613050.43 -1080828.44,-616752.25 -1080828.44))"
500852,Bohuňovice,Olomouc,Olomouc,Olomoucký kraj,"POLYGON((-547195.65 -1117496.99,-547195.65 -1110384.74,-542418.02 -1110384.74,-542418.02 -1117496.99,-547195.65 -1117496.99))"
550400,Bohušice,Moravské Budějovice,Třebíč,Kraj Vysočina,"POLYGON((-656081.38 -1168060.55,-656081.38 -1165213.48,-653028.92 -1165213.48,-653028.92 -1168060.55,-656081.38 -1168060.55))"
506192,Bohuslavice,Hlučín,Opava,Moravskoslezský kraj,"POLYGON((-483175.02 -1091052.5,-483175.02 -1085131.98,-477113.7 -1085131.98,-477113.7 -1091052.5,-483175.02 -1091052.5))"
589292,Bohuslavice,Konice,Prostějov,Olomoucký kraj,"POLYGON((-568912.56 -1117605.16,-568912.56 -1113668.11,-566208.1 -1113668.11,-566208.1 -1117605.16,-568912.56 -1117605.16))"
573892,Bohuslavice,Nové Město nad Metují,Náchod,Královéhradecký kraj,"POLYGON((-624572.79 -1035398.82,-624572.79 -1031647.56,-618727.55 -1031647.56,-618727.55 -1035398.82,-624572.79 -1035398.82))"
586901,Bohuslavice,Telč,Jihlava,Kraj Vysočina,"POLYGON((-674774.08 -1158599.84,-674774.08 -1155276.03,-671529.89 -1155276.03,-671529.89 -1158599.84,-674774.08 -1158599.84))"
525880,Bohuslavice,Zábřeh,Šumperk,Olomoucký kraj,"POLYGON((-567970.46 -1095716.38,-567970.46 -1091994.97,-566231.38 -1091994.97,-566231.38 -1095716.38,-567970.46 -1095716.38))"
557102,Bohuslavice nad Vláří,Luhačovice,Zlín,Zlínský kraj,"POLYGON((-504130.35 -1184288.14,-504130.35 -1179981.09,-501418.37 -1179981.09,-501418.37 -1184288.14,-504130.35 -1184288.14))"
585092,Bohuslavice u Zlína,Zlín,Zlín,Zlínský kraj,"POLYGON((-525396.2 -1173292.07,-525396.2 -1169851.15,-521275.13 -1169851.15,-521275.13 -1173292.07,-525396.2 -1173292.07))"
569178,Bohuslávky,Lipník nad Bečvou,Přerov,Olomoucký kraj,"POLYGON((-525705.23 -1129129.26,-525705.23 -1126636.25,-523622.36 -1126636.25,-523622.36 -1129129.26,-525705.23 -1129129.26))"
597201,Bohušov,Krnov,Bruntál,Moravskoslezský kraj,"POLYGON((-511888.98 -1055402.06,-511888.98 -1050709.77,-505090 -1050709.77,-505090 -1055402.06,-511888.98 -1055402.06))"
564591,Bohušovice nad Ohří,Litoměřice,Litoměřice,Ústecký kraj,"POLYGON((-758494.55 -998230.97,-758494.55 -994349.82,-753002.36 -994349.82,-753002.36 -998230.97,-758494.55 -998230.97))"
593788,Bohutice,Moravský Krumlov,Znojmo,Jihomoravský kraj,"POLYGON((-621055.59 -1183603.89,-621055.59 -1179113.15,-617615.07 -1179113.15,-617615.07 -1183603.89,-621055.59 -1183603.89))"
